TEST PASSED: TEST ADVENTURER CARD: coins before = 4, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 2, coins after = 2
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
TEST FAILED: TEST ADVENTURER CARD: coins before = 6, coins after = 6
ADVENTURER CARD TEST COMPLETE. 1000 tests run

TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 5, cards after = 5
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
TEST FAILED: TEST SMITHY CARD: cards before = 0, cards after = 0
